timestamp_ms,accel_x,accel_y,accel_z
0,0.208905,0.449370,0.316346
5,0.798339,0.420383,-0.037954
10,-0.292756,-0.379514,-0.414581
15,-0.792639,-0.470229,0.003523
20,0.209946,0.407599,0.339505
25,0.736319,0.360253,0.048958
30,-0.194068,-0.370338,-0.273274
35,-0.801070,-0.360080,-0.020100
40,0.245034,0.374816,0.267570
45,0.787024,0.451739,0.001615
50,-0.174733,-0.434462,-0.404323
55,-0.738937,-0.526093,-0.084382
60,0.214612,0.457620,0.326013
65,0.750130,0.435504,-0.064954
70,-0.117092,-0.443293,-0.307341
75,-0.775885,-0.361976,0.008266
80,0.245137,0.411781,0.281079
85,0.773847,0.416068,0.004959
90,-0.265640,-0.377015,-0.273236
95,-0.680477,-0.385628,0.011755
100,0.233995,0.481230,0.304045
105,0.717719,0.379747,-0.106315
110,-0.168479,-0.357219,-0.367188
115,-0.812870,-0.457892,-0.032161
120,0.259301,0.446280,0.314348
125,0.792055,0.438842,0.027017
130,-0.315993,-0.462480,-0.271285
135,-0.856646,-0.349163,0.062432
140,0.244008,0.448249,0.284418
145,0.828790,0.451380,0.010303
150,-0.311307,-0.375354,-0.341712
155,-0.733727,-0.433217,0.015981
160,0.318750,0.352676,0.291069
165,0.714645,0.377480,0.014893
170,-0.277578,-0.490440,-0.337871
175,-0.669758,-0.424447,-0.034527
180,0.263668,0.360656,0.300074
185,0.806192,0.418217,-0.020434
190,-0.355527,-0.381353,-0.302308
195,-0.705176,-0.332970,-0.056096
200,0.251091,0.370460,0.334841
205,0.747829,0.455773,-0.034750
210,-0.273880,-0.488011,-0.315173
215,-0.690516,-0.535174,-0.090021
220,0.209526,0.383761,0.223892
225,0.835898,0.376195,0.061232
230,-0.280712,-0.551862,-0.274199
235,-0.694968,-0.384244,0.062992
240,0.191019,0.361618,0.324197
245,0.737263,0.447484,-0.035381
250,-0.256154,-0.416054,-0.302493
255,-0.764773,-0.445752,0.069350
260,0.235949,0.400156,0.311777
265,0.711380,0.441055,0.079829
270,-0.240322,-0.486454,-0.368219
275,-0.777741,-0.475614,-0.062651
280,0.240384,0.397221,0.323372
285,0.767314,0.394728,0.061651
290,-0.186034,-0.442966,-0.343464
295,-0.717532,-0.354918,-0.021247
300,0.212876,0.511113,0.388709
305,0.759706,0.393329,0.018313
310,-0.261846,-0.424024,-0.262935
315,-0.724468,-0.372215,-0.062866
320,0.128255,0.491512,0.316406
325,0.798480,0.408400,0.064485
330,-0.198624,-0.461773,-0.245538
335,-0.868447,-0.522815,0.013791
340,0.280071,0.393959,0.309551
345,0.781509,0.421657,0.055376
350,-0.191899,-0.426089,-0.345196
355,-0.762600,-0.424651,-0.064587
360,0.167091,0.415824,0.255174
365,0.738535,0.451570,0.057533
370,-0.223449,-0.426425,-0.319824
375,-0.734044,-0.417006,-0.029358
380,0.164886,0.459213,0.221363
385,0.808981,0.440777,0.020617
390,-0.244018,-0.383358,-0.330926
395,-0.776447,-0.490524,-0.028179
400,0.183630,0.355207,0.365615
405,0.801131,0.403273,-0.092192
410,-0.223935,-0.413190,-0.295841
415,-0.836267,-0.367384,0.087580
420,0.222170,0.362816,0.304553
425,0.695703,0.409191,0.013902
430,-0.274831,-0.371854,-0.288051
435,-0.735168,-0.373156,0.037660
440,0.315634,0.413562,0.348478
445,0.768096,0.408682,-0.020560
450,-0.226229,-0.465598,-0.383268
455,-0.733609,-0.403642,-0.014528
460,0.278275,0.337342,0.345556
465,0.691045,0.387730,0.031020
470,-0.188213,-0.416212,-0.309199
475,-0.736338,-0.321267,-0.035769
480,0.251751,0.391455,0.337667
485,0.801281,0.460006,0.020502
490,-0.270686,-0.457510,-0.322537
495,-0.725905,-0.411705,-0.011660
500,0.263236,0.367230,0.226560
505,0.741435,0.517060,0.011590
510,-0.248598,-0.381404,-0.407269
515,-0.772557,-0.409563,0.060344
520,0.270899,0.428601,0.282087
525,0.740316,0.369307,-0.021879
530,-0.247476,-0.435246,-0.268112
535,-0.661679,-0.399966,0.038218
540,0.274658,0.427815,0.253458
545,0.738776,0.489829,0.001453
550,-0.353948,-0.432613,-0.280601
555,-0.767135,-0.456872,-0.024051
560,0.311694,0.512714,0.349648
565,0.796214,0.425132,0.064830
570,-0.211035,-0.335536,-0.330910
575,-0.751200,-0.409612,-0.025537
580,0.233606,0.392731,0.320812
585,0.731881,0.374688,-0.060824
590,-0.337504,-0.433273,-0.335234
595,-0.774080,-0.493342,-0.011682
600,0.182817,0.459444,0.334100
605,0.780970,0.422865,-0.044836
610,-0.203253,-0.348033,-0.286278
615,-0.761687,-0.388042,0.012343
620,0.276005,0.443269,0.287058
625,0.876788,0.415998,0.065581
630,-0.259014,-0.353233,-0.265349
635,-0.734076,-0.391309,0.033256
640,0.232841,0.485170,0.311015
645,0.760190,0.425920,0.067996
650,-0.211593,-0.472493,-0.327636
655,-0.730362,-0.462054,0.043883
660,0.238358,0.420162,0.315902
665,0.795940,0.356664,-0.058153
670,-0.234675,-0.429588,-0.259640
675,-0.729152,-0.465936,-0.125305
680,0.200535,0.468736,0.360816
685,0.704273,0.450223,-0.022088
690,-0.257871,-0.518739,-0.305442
695,-0.727317,-0.386126,-0.014931
700,0.225723,0.451058,0.349675
705,0.715401,0.420364,0.053980
710,-0.245085,-0.427274,-0.300795
715,-0.784355,-0.478845,0.054701
720,0.219277,0.513708,0.363713
725,0.719250,0.315157,0.051748
730,-0.308640,-0.279154,-0.348869
735,-0.802163,-0.401669,-0.017084
740,0.216761,0.514527,0.403613
745,0.811540,0.362424,0.016620
750,-0.215332,-0.430928,-0.236154
755,-0.756270,-0.484242,-0.074392
760,0.273119,0.527311,0.263966
765,0.709278,0.506961,0.011003
770,-0.221623,-0.357676,-0.292007
775,-0.764606,-0.524800,0.050479
780,0.214511,0.523247,0.332158
785,0.694747,0.496219,-0.000828
790,-0.160417,-0.371704,-0.299455
795,-0.813663,-0.385469,0.022511
800,0.198993,0.424152,0.329252
805,0.761818,0.414145,0.025394
810,-0.237264,-0.524288,-0.300254
815,-0.714460,-0.366460,-0.043524
820,0.270787,0.596415,0.305261
825,0.721804,0.362274,0.018940
830,-0.273218,-0.471904,-0.273518
835,-0.728290,-0.377243,0.042751
840,0.185136,0.385970,0.357536
845,0.791597,0.430791,-0.063960
850,-0.282372,-0.355694,-0.371694
855,-0.711870,-0.396556,0.001424
860,0.216243,0.435878,0.339333
865,0.873743,0.425053,-0.041531
870,-0.175446,-0.376979,-0.308031
875,-0.794046,-0.485381,-0.024236
880,0.257031,0.443315,0.394133
885,0.779265,0.404676,0.043128
890,-0.166693,-0.411189,-0.300043
895,-0.701761,-0.445080,0.037515
900,0.279145,0.442252,0.402180
905,0.701801,0.501642,-0.050211
910,-0.210133,-0.495639,-0.362936
915,-0.812999,-0.352073,-0.016699
920,0.160869,0.401930,0.334708
925,0.713160,0.485689,0.008783
930,-0.251014,-0.408653,-0.240757
935,-0.746737,-0.356659,-0.017813
940,0.251937,0.403791,0.240711
945,0.873897,0.387783,-0.074643
950,-0.257392,-0.359192,-0.318386
955,-0.736532,-0.400980,0.025973
960,0.278042,0.457746,0.342225
965,0.717878,0.368142,0.051393
970,-0.202237,-0.448589,-0.176644
975,-0.833621,-0.428795,0.014490
980,0.189338,0.328659,0.270772
985,0.796298,0.420142,0.025666
990,-0.257648,-0.465865,-0.253254
995,-0.785115,-0.366905,0.053710
1000,0.262589,0.427373,0.372296
1005,0.750513,0.431429,-0.119855
1010,-0.295490,-0.448836,-0.267797
1015,-0.724117,-0.455161,-0.012691
1020,0.191350,0.450181,0.324092
1025,0.725027,0.446652,-0.021849
1030,-0.270640,-0.478292,-0.327656
1035,-0.681842,-0.392043,-0.001827
1040,0.243558,0.412771,0.223104
1045,0.863338,0.529684,-0.024861
1050,-0.286855,-0.365623,-0.281910
1055,-0.766883,-0.380149,-0.070767
1060,0.286276,0.407772,0.247332
1065,0.697909,0.338459,0.001692
1070,-0.233270,-0.415629,-0.272938
1075,-0.621580,-0.513114,0.043714
1080,0.345973,0.409735,0.260709
1085,0.751690,0.351545,-0.054157
1090,-0.238644,-0.443097,-0.287934
1095,-0.759793,-0.417762,0.049998
1100,0.178069,0.491451,0.303665
1105,0.723543,0.356901,0.085683
1110,-0.241000,-0.442293,-0.344690
1115,-0.682577,-0.450644,-0.007565
1120,0.171769,0.468700,0.316830
1125,0.798654,0.444844,-0.041776
1130,-0.365247,-0.351419,-0.258959
1135,-0.775351,-0.387313,0.000021
1140,0.313338,0.418478,0.312365
1145,0.871871,0.474543,-0.055066
1150,-0.175481,-0.423575,-0.293365
1155,-0.726411,-0.457718,0.031427
1160,0.272594,0.398203,0.314667
1165,0.789399,0.378746,0.009128
1170,-0.198883,-0.490082,-0.303620
1175,-0.795301,-0.487979,-0.031211
1180,0.284566,0.445476,0.285801
1185,0.739155,0.451292,-0.009193
1190,-0.180069,-0.379002,-0.214240
1195,-0.772171,-0.461749,-0.008903
1200,0.240335,0.448228,0.311516
1205,0.833702,0.420496,0.149372
1210,-0.215705,-0.399225,-0.403683
1215,-0.696226,-0.435328,0.026845
1220,0.233064,0.409456,0.265772
1225,0.770637,0.471064,-0.008086
1230,-0.361350,-0.434848,-0.390002
1235,-0.892176,-0.509427,0.043957
1240,0.199501,0.446510,0.367730
1245,0.747245,0.458287,0.050831
1250,-0.246187,-0.455600,-0.353882
1255,-0.758657,-0.387023,0.069576
1260,0.169336,0.435825,0.232684
1265,0.748888,0.428446,-0.056556
1270,-0.131175,-0.453961,-0.324397
1275,-0.757101,-0.466896,0.003128
1280,0.269660,0.402450,0.330661
1285,0.776372,0.436358,-0.017689
1290,-0.191740,-0.458902,-0.381048
1295,-0.785620,-0.401547,-0.018109
1300,0.208970,0.413299,0.382439
1305,0.740131,0.416911,0.046059
1310,-0.111882,-0.449458,-0.298497
1315,-0.778288,-0.405165,0.066769
1320,0.252645,0.488517,0.355567
1325,0.766523,0.325147,0.013952
1330,-0.297730,-0.342316,-0.299640
1335,-0.754910,-0.446918,0.009016
1340,0.325637,0.404526,0.331888
1345,0.750705,0.496283,-0.078418
1350,-0.254964,-0.340461,-0.321793
1355,-0.740707,-0.438123,-0.040379
1360,0.213506,0.498585,0.294893
1365,0.757393,0.478978,0.011105
1370,-0.216238,-0.417576,-0.187059
1375,-0.813558,-0.445030,-0.110151
1380,0.194377,0.324236,0.348273
1385,0.765341,0.387849,0.034061
1390,-0.241805,-0.386841,-0.304826
1395,-0.886302,-0.374144,-0.023387
1400,0.207526,0.408567,0.260293
1405,0.866972,0.397214,-0.005137
1410,-0.324043,-0.420349,-0.310232
1415,-0.786318,-0.451696,0.028299
1420,0.243249,0.467325,0.333251
1425,0.710197,0.434453,-0.047497
1430,-0.233122,-0.435460,-0.317626
1435,-0.736937,-0.427513,0.080953
1440,0.280784,0.522869,0.210297
1445,0.715512,0.435699,0.002561
1450,-0.092122,-0.400114,-0.317222
1455,-0.760906,-0.428965,0.045438
1460,0.233991,0.473841,0.302578
1465,0.801965,0.395765,0.010203
1470,-0.310394,-0.482932,-0.268067
1475,-0.700643,-0.435146,-0.040139
1480,0.215899,0.448624,0.196833
1485,0.672113,0.423816,-0.034274
1490,-0.290118,-0.404362,-0.324707
1495,-0.638145,-0.378828,-0.037676
1500,0.248599,0.513098,0.221329
1505,0.755043,0.512144,-0.094579
1510,-0.229043,-0.463491,-0.375041
1515,-0.790598,-0.349504,0.133932
1520,0.223003,0.526604,0.321251
1525,0.766247,0.439331,0.002110
1530,-0.218318,-0.421261,-0.318818
1535,-0.875211,-0.391044,-0.088310
1540,0.242067,0.400006,0.288348
1545,0.774489,0.432141,0.029852
1550,-0.346712,-0.404387,-0.346637
1555,-0.703732,-0.441124,-0.036082
1560,0.270086,0.439673,0.318406
1565,0.821554,0.388682,0.066442
1570,-0.254862,-0.446113,-0.266936
1575,-0.804254,-0.414878,0.012708
1580,0.211416,0.433495,0.300633
1585,0.730709,0.443046,0.046375
1590,-0.139462,-0.379145,-0.287380
1595,-0.780377,-0.413348,0.094504
1600,0.243359,0.368865,0.276123
1605,0.715947,0.363992,-0.043715
1610,-0.241382,-0.563917,-0.326190
1615,-0.767414,-0.400644,-0.134054
1620,0.123075,0.403372,0.301036
1625,0.680936,0.436246,-0.065947
1630,-0.215517,-0.413407,-0.251463
1635,-0.817053,-0.400651,0.032262
1640,0.254677,0.412076,0.227396
1645,0.720981,0.415703,0.008792
1650,-0.292395,-0.381159,-0.251285
1655,-0.811046,-0.388182,0.014537
1660,0.198371,0.428231,0.319474
1665,0.785721,0.426879,-0.045473
1670,-0.161703,-0.530988,-0.341409
1675,-0.701976,-0.407920,0.039088
1680,0.246817,0.488975,0.372764
1685,0.818276,0.409761,-0.024501
1690,-0.243216,-0.392467,-0.199306
1695,-0.801192,-0.402821,0.068110
1700,0.236973,0.369684,0.281500
1705,0.859917,0.535006,0.010510
1710,-0.234956,-0.500126,-0.303017
1715,-0.742747,-0.464036,0.038491
1720,0.208024,0.416399,0.279792
1725,0.785248,0.477206,0.009095
1730,-0.304219,-0.422647,-0.367648
1735,-0.734428,-0.370785,-0.017716
1740,0.184144,0.399849,0.296173
1745,0.764598,0.474828,0.033035
1750,-0.277257,-0.455550,-0.313061
1755,-0.744986,-0.449635,-0.064451
1760,0.258118,0.450626,0.301534
1765,0.805148,0.335553,-0.034321
1770,-0.317165,-0.466093,-0.317797
1775,-0.718487,-0.464533,-0.083451
1780,0.304948,0.389482,0.329754
1785,0.824016,0.445623,0.015995
1790,-0.300895,-0.403445,-0.286641
1795,-0.713182,-0.425105,0.022628
1800,0.308781,0.370650,0.306066
1805,0.737028,0.471613,-0.101627
1810,-0.202244,-0.414583,-0.308765
1815,-0.732114,-0.493407,-0.029896
1820,0.145189,0.375165,0.235572
1825,0.714882,0.339831,0.026172
1830,-0.201287,-0.386991,-0.300800
1835,-0.715900,-0.432420,0.013592
1840,0.201887,0.427186,0.238681
1845,0.756587,0.322329,0.036330
1850,-0.309868,-0.445130,-0.250321
1855,-0.785386,-0.384427,-0.038889
1860,0.271875,0.434548,0.300831
1865,0.836528,0.452306,0.063681
1870,-0.264408,-0.363568,-0.238883
1875,-0.804704,-0.439769,-0.062634
1880,0.185118,0.405296,0.301495
1885,0.712695,0.343349,0.051541
1890,-0.236574,-0.437544,-0.317548
1895,-0.723920,-0.421153,0.025325
1900,0.181746,0.439929,0.264636
1905,0.729241,0.436694,-0.080007
1910,-0.225555,-0.435272,-0.241400
1915,-0.881509,-0.478661,-0.004874
1920,0.272878,0.406326,0.323811
1925,0.713836,0.467331,-0.065343
1930,-0.265175,-0.425416,-0.316700
1935,-0.695396,-0.433546,0.028853
1940,0.229526,0.487126,0.229049
1945,0.725298,0.483992,0.014271
1950,-0.183979,-0.398379,-0.283492
1955,-0.686720,-0.442695,0.003880
1960,0.181590,0.430385,0.274720
1965,0.660115,0.550262,-0.000979
1970,-0.179207,-0.408398,-0.371643
1975,-0.706825,-0.420835,0.111552
1980,0.254589,0.451397,0.297847
1985,0.810404,0.435594,-0.045829
1990,-0.326272,-0.470248,-0.251599
1995,-0.730810,-0.470030,-0.060703
2000,0.281869,0.446040,0.284059
2005,0.743522,0.506705,0.006144
2010,-0.196127,-0.386002,-0.329156
2015,-0.719496,-0.369351,-0.072272
2020,0.217761,0.335755,0.358504
2025,0.702011,0.477905,0.026920
2030,-0.181102,-0.338063,-0.292946
2035,-0.855046,-0.466580,-0.014293
2040,0.181758,0.534449,0.321506
2045,0.745841,0.482536,0.034364
2050,-0.250398,-0.370409,-0.340300
2055,-0.799604,-0.371333,0.036509
2060,0.282178,0.398650,0.315193
2065,0.786627,0.492400,-0.016581
2070,-0.263774,-0.377388,-0.260516
2075,-0.799633,-0.396319,0.092069
2080,0.187209,0.399560,0.327660
2085,0.830423,0.379798,-0.010402
2090,-0.178807,-0.430629,-0.346603
2095,-0.813509,-0.410507,0.012104
2100,0.269122,0.398146,0.266908
2105,0.775575,0.348135,-0.044214
2110,-0.276854,-0.394155,-0.278030
2115,-0.699849,-0.449744,0.082203
2120,0.237815,0.428871,0.261399
2125,0.740144,0.417191,0.037043
2130,-0.243711,-0.409878,-0.288781
2135,-0.752480,-0.470796,0.100993
2140,0.185034,0.512180,0.332890
2145,0.836065,0.450868,-0.009903
2150,-0.305852,-0.471056,-0.287635
2155,-0.764022,-0.453139,0.016251
2160,0.193674,0.475322,0.306630
2165,0.727114,0.439643,-0.033660
2170,-0.288501,-0.521489,-0.204468
2175,-0.688178,-0.397337,0.000230
2180,0.183557,0.387270,0.363946
2185,0.727580,0.443768,0.056788
2190,-0.145526,-0.449345,-0.308348
2195,-0.801249,-0.479582,0.023668
2200,0.272245,0.466338,0.253447
2205,0.779980,0.423590,-0.038475
2210,-0.356877,-0.423378,-0.348577
2215,-0.800476,-0.427185,-0.076879
2220,0.190577,0.415144,0.199899
2225,0.710088,0.353763,0.036317
2230,-0.241891,-0.369924,-0.313311
2235,-0.723758,-0.409041,0.029606
2240,0.249580,0.439558,0.371927
2245,0.743834,0.436972,0.051170
2250,-0.222474,-0.451829,-0.289915
2255,-0.744129,-0.471984,0.013258
2260,0.297081,0.451628,0.234303
2265,0.726142,0.407655,-0.008243
2270,-0.182120,-0.409476,-0.295053
2275,-0.721705,-0.448601,-0.071606
2280,0.190558,0.511592,0.318499
2285,0.781619,0.467196,0.092737
2290,-0.305367,-0.454894,-0.236473
2295,-0.761980,-0.379744,-0.045597
2300,0.225699,0.385697,0.273306
2305,0.854075,0.419095,-0.011379
